benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
hecs_1_1-repair-po-2.dft 174 15 14 25 44 44
hecs_2_1-repair-po-2.dft 247 12 10 20 16 36
hecs_2_2-repair-po-2.dft 256 12 10 20 17 90
hecs_3_1-repair-po-2.dft 479 17 14 25 16 324
hecs_3_3-repair-po-2.dft 452 17 14 25 16 144
hecs_4_1-repair-po-2.dft 957 22 18 30 17 1440
hecs_4_2-repair-po-2.dft 901 22 18 30 17 1296
hecs_4_3-repair-po-2.dft 773 22 18 30 17 576
hecs_4_4-repair-po-2.dft 903 22 18 30 17 1296
hecs_5_1-repair-po-2.dft 2152 27 22 35 17 5184
hecs_5_5-repair-po-2.dft 4301 27 22 35 17 14256
hecs_6_1-repair-po-2.dft 34398 32 26 40 16 116640
hecs_6_6-repair-po-2.dft 6954 32 26 40 17 20736
hecs_7_1-repair-po-2.dft 222619 37 30 45 17 606528
hecs_7_7-repair-po-2.dft 180866 37 30 45 17 513216
hecs_8_1-repair-po-2.dft 1800000 42 34 50 17 N/A
hecs_8_8-repair-po-2.dft 129186 42 34 50 16 331776
