benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
hecs_1_1-repair-po-5.dft 103 15 14 9 15 15
hecs_2_1-repair-po-5.dft 310 30 28 9 15 225
hecs_2_2-repair-po-5.dft 306 30 28 9 15 225
hecs_3_1-repair-po-5.dft 1237 44 41 9 15 3375
hecs_3_3-repair-po-5.dft 1263 44 41 9 15 3375
hecs_4_1-repair-po-5.dft 15778 58 54 9 15 50625
hecs_4_2-repair-po-5.dft 15609 58 54 9 15 50625
hecs_4_3-repair-po-5.dft 16946 58 54 9 15 50625
hecs_4_4-repair-po-5.dft 15597 58 54 9 15 50625
hecs_5_1-repair-po-5.dft 310876 72 67 9 15 759375
hecs_5_5-repair-po-5.dft 1800000 72 67 9 15 nan
hecs_6_1-repair-po-5.dft 1800000 86 80 9 15 nan
hecs_6_6-repair-po-5.dft 1800000 86 80 9 15 nan
hecs_7_1-repair-po-5.dft 1800000 100 93 9 15 nan
hecs_7_7-repair-po-5.dft 1800000 100 93 9 15 nan
hecs_8_1-repair-po-5.dft 1800000 114 106 9 15 nan
hecs_8_8-repair-po-5.dft 1800000 114 106 9 15 nan
