benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
hecs_1_1-repair-po-4.dft 103 15 14 9 15 15
hecs_2_1-repair-po-4.dft 326 30 28 9 15 225
hecs_2_2-repair-po-4.dft 327 30 28 9 15 225
hecs_3_1-repair-po-4.dft 1324 44 41 9 15 3375
hecs_3_3-repair-po-4.dft 1155 44 41 9 15 3375
hecs_4_1-repair-po-4.dft 14638 58 54 9 15 50625
hecs_4_2-repair-po-4.dft 15328 58 54 9 15 50625
hecs_4_3-repair-po-4.dft 15528 58 54 9 15 50625
hecs_4_4-repair-po-4.dft 14591 58 54 9 15 50625
hecs_5_1-repair-po-4.dft 304224 72 67 9 15 759375
hecs_5_5-repair-po-4.dft 1800000 72 67 9 15 N/A
hecs_6_1-repair-po-4.dft 1800000 86 80 9 15 N/A
hecs_6_6-repair-po-4.dft 1800000 86 80 9 15 N/A
hecs_7_1-repair-po-4.dft 1200000 100 93 9 15 N/A
hecs_7_7-repair-po-4.dft 1800000 100 93 9 15 N/A
hecs_8_1-repair-po-4.dft 1800000 114 106 9 15 N/A
hecs_8_8-repair-po-4.dft 1800000 114 106 9 15 N/A
